script	type	refs	value
script_147448f3f080c636	0	1	cap_exit_completed
script_147448f3f080c636	0	1	civilian_1
script_147448f3f080c636	0	1	default
script_147448f3f080c636	0	1	middle
script_147448f3f080c636	0	1	player
script_147448f3f080c636	0	1	script_noteworthy
script_147448f3f080c636	0	1	panicked_path
script_147448f3f080c636	0	4	civ_deregister
script_147448f3f080c636	0	1	bulletwhizby
script_147448f3f080c636	0	2	civ_death
script_147448f3f080c636	0	5	silenced_shot
script_147448f3f080c636	0	1	spotted
script_147448f3f080c636	0	1	hidden
script_147448f3f080c636	0	4	small
script_147448f3f080c636	0	1	extra_large
script_147448f3f080c636	0	1	target
script_147448f3f080c636	0	1	civ_cap
script_147448f3f080c636	0	1	cap_event
script_147448f3f080c636	0	1	missile_stuck
script_147448f3f080c636	0	1	grenade
script_147448f3f080c636	0	1	bottle
script_147448f3f080c636	0	2	bottleThrow
script_147448f3f080c636	0	1	grenade_fire
script_147448f3f080c636	0	3	weapon_unholstered
script_147448f3f080c636	0	5	level
script_147448f3f080c636	0	5	lookAt
script_147448f3f080c636	0	2	weapon_fired
script_147448f3f080c636	0	2	gunshot
script_147448f3f080c636	0	3	melee
script_147448f3f080c636	0	1	animscript
script_147448f3f080c636	0	3	civilian_process_eye_look_at
script_147448f3f080c636	0	3	player_look_at_process
script_147448f3f080c636	0	1	TAG_EYE
script_147448f3f080c636	0	1	TAG_ORIGIN
script_147448f3f080c636	0	3	civilian_cap_random_headlook_end
script_147448f3f080c636	0	7	ending_ai
script_147448f3f080c636	0	2	civilian_gl_ending_caps_reaction
script_147448f3f080c636	0	15	ending_cap
script_147448f3f080c636	0	15	cellPhoneGuy
script_147448f3f080c636	0	10	ending_church_grp
script_147448f3f080c636	0	2	civilian_gl_ending_caps_watcher_HVT_running
script_147448f3f080c636	0	1	hvt_running
script_147448f3f080c636	0	2	civilian_gl_ending_caps_Watcher_HVT_Shot
script_147448f3f080c636	0	1	hvt_shot
script_147448f3f080c636	0	2	civilian_gl_ending_caps_watcher_mom_shot
script_147448f3f080c636	0	1	mom_shot_by_hvt
script_147448f3f080c636	0	2	civilian_gl_ending_caps_watcher_player_shoots
script_147448f3f080c636	0	2	civilian_gl_ending_caps_watcher_kid_hostage
script_147448f3f080c636	0	1	kid_is_a_hostage
script_147448f3f080c636	0	1	cap_civ_react_4
script_147448f3f080c636	0	1	cap_civ_react_4_female
script_15047af555f1f9a0	0	1	mvmt_heartbeat_plr_superfast
script_15047af555f1f9a0	0	1	mvmt_heartbeat_plr_fast
script_15047af555f1f9a0	0	1	mvmt_heartbeat_plr_med
script_15047af555f1f9a0	0	1	mvmt_heartbeat_plr_slow
script_15047af555f1f9a0	0	1	mvmt_heartbeat_plr_superslow
script_15047af555f1f9a0	0	1	mvmt_swim_heartbeat_plr_superfast
script_15047af555f1f9a0	0	1	mvmt_swim_heartbeat_plr_fast
script_15047af555f1f9a0	0	1	mvmt_swim_heartbeat_plr_med
script_15047af555f1f9a0	0	1	mvmt_swim_heartbeat_plr_slow
script_15047af555f1f9a0	0	1	mvmt_swim_heartbeat_plr_superslow
script_15047af555f1f9a0	0	2	heartBeatTimer
script_15047af555f1f9a0	0	1	death_or_disconnect
script_15047af555f1f9a0	0	1	startHeartbeatPulse
script_15047af555f1f9a0	0	1	heartbeatSuperLight
script_15047af555f1f9a0	0	2	heartbeat
script_15047af555f1f9a0	0	1	neutral
script_15047af555f1f9a0	0	1	mvmt_swim_heartbeat_plr_ultrafast
scripts\vehicle\empty_heli.gsc	0	2	empty_heli
script_16ea1b94f0f381b3	0	1	scriptModelPlayAnimDeltaMotion
script_16ea1b94f0f381b3	0	1	anim
script_16ea1b94f0f381b3	0	2	hasPerk
script_16ea1b94f0f381b3	0	10	perk
script_16ea1b94f0f381b3	0	2	activatePerk
script_16ea1b94f0f381b3	0	2	perkpackage_giveOverrideFieldUpgrades
script_16ea1b94f0f381b3	0	2	givePerk
script_16ea1b94f0f381b3	0	2	removePerk
script_16ea1b94f0f381b3	0	2	showSplash
script_16ea1b94f0f381b3	0	4	hud
script_16ea1b94f0f381b3	0	2	showErrorMessage
script_16ea1b94f0f381b3	0	2	isFeatureDisabled
script_16ea1b94f0f381b3	0	92	game
script_16ea1b94f0f381b3	0	2	checkForActiveObjIcon
script_16ea1b94f0f381b3	0	2	deleteQuestObjIcon
script_16ea1b94f0f381b3	0	2	spawnPickup
script_16ea1b94f0f381b3	0	2	spawnPickupFromList
script_16ea1b94f0f381b3	0	2	getScriptableFromLootID
script_16ea1b94f0f381b3	0	2	spawnNewItemFromScriptable
script_16ea1b94f0f381b3	0	2	getItemDropOriginAndAngles
script_16ea1b94f0f381b3	0	2	br_forceGiveCustomPickupItem
script_16ea1b94f0f381b3	0	2	brAnalytics_kiosk_purchaseItem
script_16ea1b94f0f381b3	0	2	runBrGametypeFunc
script_16ea1b94f0f381b3	0	2	isKiosk
script_16ea1b94f0f381b3	0	2	canTakePickup
script_16ea1b94f0f381b3	0	2	brAnalytics_kiosk_menu_event
script_16ea1b94f0f381b3	0	2	createQuestObjIcon
script_16ea1b94f0f381b3	0	2	showQuestObjIconToPlayer
script_16ea1b94f0f381b3	0	2	isPublicEventOfTypeActive
script_16ea1b94f0f381b3	0	2	hideQuestObjIconFromPlayer
script_16ea1b94f0f381b3	0	2	isBrPracticeMode
script_16ea1b94f0f381b3	0	2	respawnTokenDisabled
script_16ea1b94f0f381b3	0	2	hasSelfReviveToken
script_16ea1b94f0f381b3	0	2	forceGiveKillstreak
script_16ea1b94f0f381b3	0	2	traceSelectedMapLocation
script_16ea1b94f0f381b3	0	2	getDefaultWeaponAmmo
script_16ea1b94f0f381b3	0	2	isBackpackInventoryEnabled
script_16ea1b94f0f381b3	0	2	getGameType
script_16ea1b94f0f381b3	0	2	calculatePurchaseXp
script_16ea1b94f0f381b3	0	2	isAnyTutorialOrBotPracticeMatch
script_16ea1b94f0f381b3	0	2	registerOnLuiEventCallback
script_16ea1b94f0f381b3	0	2	isLoadoutIndexDefault
script_16ea1b94f0f381b3	0	2	getClassChoice
script_16ea1b94f0f381b3	0	2	isBrGametypeFuncDefined
script_16ea1b94f0f381b3	0	2	utilFlare_shootFlare
script_16ea1b94f0f381b3	0	2	isValidPointInBounds
script_16ea1b94f0f381b3	0	2	initCirclePostStartToCircleIndex
script_16ea1b94f0f381b3	0	2	isFeatureEnabled
script_16ea1b94f0f381b3	0	2	spectate_init
script_16ea1b94f0f381b3	0	2	roundNumberDifficulty
script_16ea1b94f0f381b3	0	1	Define a function for gametype 
script_16ea1b94f0f381b3	0	1	 using scripts\engine\utility::registerSharedFunc( "game", "roundNumberDifficulty", func ) to get the round number difficulty
script_16ea1b94f0f381b3	0	2	getTeamData
script_16ea1b94f0f381b3	0	1	registerScoreInfo
script_16ea1b94f0f381b3	0	1	trySayLocalSound
script_16ea1b94f0f381b3	0	1	handlemovingplatforms
script_16ea1b94f0f381b3	0	1	isTeamReviveEnabled
script_16ea1b94f0f381b3	0	1	targetMarkerGroup_on
script_16ea1b94f0f381b3	0	1	targetMarkerGroup_off
script_16ea1b94f0f381b3	0	1	registerSentient
script_16ea1b94f0f381b3	0	1	registerEntForOOB
script_16ea1b94f0f381b3	0	1	clearOOB
script_16ea1b94f0f381b3	0	1	addSpawnViewer
script_16ea1b94f0f381b3	0	1	removeSpawnViewer
script_16ea1b94f0f381b3	0	1	ForceNetfieldHighLoD
script_16ea1b94f0f381b3	0	1	isPointInOutOfBounds
script_16ea1b94f0f381b3	0	1	isBRStyleGameType
script_16ea1b94f0f381b3	0	1	waitLongDurationWithPause
script_16ea1b94f0f381b3	0	2	hostmigration
script_16ea1b94f0f381b3	0	1	waittillNotifyOrTimeoutPause
script_16ea1b94f0f381b3	0	1	magicBullet
script_16ea1b94f0f381b3	0	2	weapons
script_16ea1b94f0f381b3	0	1	setMissileMinimapVisible
script_16ea1b94f0f381b3	0	1	artillery_earthQuake
script_16ea1b94f0f381b3	0	1	shellshock
script_16ea1b94f0f381b3	0	2	giveSuperPoints
script_16ea1b94f0f381b3	0	6	supers
script_16ea1b94f0f381b3	0	2	getSuperPointsNeeded
script_16ea1b94f0f381b3	0	2	giveSuper
script_16ea1b94f0f381b3	0	2	hasKillstreak
script_16ea1b94f0f381b3	0	65	player
script_16ea1b94f0f381b3	0	2	isSuperInUse
script_16ea1b94f0f381b3	0	2	getCurrentSuperRef
script_16ea1b94f0f381b3	0	2	br_ammo_player_is_maxed_out
script_16ea1b94f0f381b3	0	2	takeWeaponPickup
script_16ea1b94f0f381b3	0	2	forceGiveSuper
script_16ea1b94f0f381b3	0	2	br_ammo_player_max_out
script_16ea1b94f0f381b3	0	2	addRespawnToken
script_16ea1b94f0f381b3	0	2	addSelfReviveToken
script_16ea1b94f0f381b3	0	1	updateHitMarker_SharedFunc
script_16ea1b94f0f381b3	0	2	hitmarker
script_16ea1b94f0f381b3	0	1	updateDamageFeedback_SharedFunc
script_16ea1b94f0f381b3	0	2	isJuggernaut
script_16ea1b94f0f381b3	0	2	addItemToBackpack
script_16ea1b94f0f381b3	0	2	getAvailableDMZBackpackIndex
script_16ea1b94f0f381b3	0	2	doScoreEvent
script_16ea1b94f0f381b3	0	2	preloadAndQueueClass
script_16ea1b94f0f381b3	0	2	br_giveSelectedClass
script_16ea1b94f0f381b3	0	2	isEligibleForTeamRevive
script_16ea1b94f0f381b3	0	2	isRespawningFromToken
script_16ea1b94f0f381b3	0	2	playerGulagAutoWin
script_16ea1b94f0f381b3	0	1	
script_16ea1b94f0f381b3	0	2	playerPrestreamRespawnOrigin
script_16ea1b94f0f381b3	0	2	gulagFadeToBlack
script_16ea1b94f0f381b3	0	6	gulagStreamExit
script_16ea1b94f0f381b3	0	2	playerWaittillStreamHintComplete
script_16ea1b94f0f381b3	0	2	playerClearStreamHintOrigin
script_16ea1b94f0f381b3	0	2	resetPlayerMoveSpeedScale
script_16ea1b94f0f381b3	0	2	gulagFadeFromBlack
script_16ea1b94f0f381b3	0	2	playerPlunderKioskPurchase
script_16ea1b94f0f381b3	0	1	fadeToBlackForPlayer
script_16ea1b94f0f381b3	0	1	shellShock
script_16ea1b94f0f381b3	0	1	stopShellShock
script_16ea1b94f0f381b3	0	1	setDOF_cruiseFirst
script_16ea1b94f0f381b3	0	1	freezeControls
script_16ea1b94f0f381b3	0	1	getSuperFaction
script_16ea1b94f0f381b3	0	1	_isAlive
script_16ea1b94f0f381b3	0	1	getPlayersInRadius
script_16ea1b94f0f381b3	0	1	freezeLookControls
script_16ea1b94f0f381b3	0	2	brAnalytics_inventory_snapshot
script_16ea1b94f0f381b3	0	4	dlog
script_16ea1b94f0f381b3	0	2	brAnalytics_kiosk_purchaseLoadout
script_16ea1b94f0f381b3	0	2	waittill_confirm_or_cancel
script_16ea1b94f0f381b3	0	26	killstreak
script_16ea1b94f0f381b3	0	1	killstreak_registerMinimapInfo
script_16ea1b94f0f381b3	0	1	killstreak_setupVehicleDamageFunctionality
script_16ea1b94f0f381b3	0	1	getModifiedAntiKillstreakDamage
script_16ea1b94f0f381b3	0	1	killstreak_updateDamageState
script_16ea1b94f0f381b3	0	1	streakDeploy_doWeaponFiredDeploy
script_16ea1b94f0f381b3	0	2	playerKillstreakGetOwnerLookAtIgnoreEnts
script_16ea1b94f0f381b3	0	1	killstreak_dangerNotifyPlayersInRange
script_16ea1b94f0f381b3	0	1	registerKillstreak
script_16ea1b94f0f381b3	0	1	registerKillstreakDamageDealingWeapon
script_16ea1b94f0f381b3	0	1	registerVisibilityOmnvarForKillstreak
script_16ea1b94f0f381b3	0	1	createStreakInfo
script_16ea1b94f0f381b3	0	1	streakDeploy_doWeaponTabletDeploy
script_16ea1b94f0f381b3	0	1	getKillstreakAirStrikeHeightEnt
script_16ea1b94f0f381b3	0	1	playKillstreakOperatorDialog
script_16ea1b94f0f381b3	0	2	forceUseKillstreak
script_16ea1b94f0f381b3	0	2	showKillstreakSplash
script_16ea1b94f0f381b3	0	2	airdrop
script_16ea1b94f0f381b3	0	2	awardKillstreak
script_16ea1b94f0f381b3	0	1	setVisibiilityOmnvarForKillstreak
script_16ea1b94f0f381b3	0	1	restoreKillstreakPlayerAngles
script_16ea1b94f0f381b3	0	1	recordKillstreakEndStats
script_16ea1b94f0f381b3	0	1	killstreak_setMainVision
script_16ea1b94f0f381b3	0	1	killstreak_setSubVision
script_16ea1b94f0f381b3	0	1	reserveVehicle
script_16ea1b94f0f381b3	0	10	vehicle
script_16ea1b94f0f381b3	0	1	clearVehicleReservation
script_16ea1b94f0f381b3	0	1	vehicle_damage_setCanDamage
script_16ea1b94f0f381b3	0	1	vehicle_spawn_setClearanceCheckMinRadius
script_16ea1b94f0f381b3	0	1	vehicle_damage_clearVisuals
script_16ea1b94f0f381b3	0	1	vehicleCanFly
script_16ea1b94f0f381b3	0	1	spawnVehicle
script_16ea1b94f0f381b3	0	1	deleteVehicle
script_16ea1b94f0f381b3	0	1	registerInstance
script_16ea1b94f0f381b3	0	1	deregisterInstance
script_16ea1b94f0f381b3	0	1	predatorMissileImpact
script_16ea1b94f0f381b3	0	4	event
script_16ea1b94f0f381b3	0	1	largeVehicleExplosion
script_16ea1b94f0f381b3	0	1	vehicleKilled
script_16ea1b94f0f381b3	0	1	missileFired
script_16ea1b94f0f381b3	0	1	emp_debuff_deregister
script_16ea1b94f0f381b3	0	7	emp
script_16ea1b94f0f381b3	0	1	clear_emp
script_16ea1b94f0f381b3	0	1	allow_emp
script_16ea1b94f0f381b3	0	1	emp_debuff_get_emp_count
script_16ea1b94f0f381b3	0	1	is_empd
script_16ea1b94f0f381b3	0	1	play_scramble
script_16ea1b94f0f381b3	0	1	stop_scramble
script_16ea1b94f0f381b3	0	1	playSoundToPlayer
script_16ea1b94f0f381b3	0	1	sound
script_16ea1b94f0f381b3	0	1	SpawnFXForClient
script_16ea1b94f0f381b3	0	2	fx
script_16ea1b94f0f381b3	0	1	SetFXKillDefOnDelete
script_16ea1b94f0f381b3	0	1	health_scaling_get_starting_health
script_16ea1b94f0f381b3	0	7	zombie
script_16ea1b94f0f381b3	0	1	ammo_mod_cooldown_init
script_16ea1b94f0f381b3	0	1	has_ammo_mod
script_16ea1b94f0f381b3	0	1	get_ammo_mod_name
script_16ea1b94f0f381b3	0	1	GetPlayerWeaponRarity
script_16ea1b94f0f381b3	0	1	get_pap_level
script_16ea1b94f0f381b3	0	1	scale_underbarrel_damage
script_16ea1b94f0f381b3	0	1	onHumanoidAgentKilledCommon_SharedFunc
script_16ea1b94f0f381b3	0	8	ai
script_16ea1b94f0f381b3	0	1	spawnNewAIType_SharedFunc
script_16ea1b94f0f381b3	0	1	Animscripted_SharedFunc
script_16ea1b94f0f381b3	0	1	get_aitype_by_subclass_SharedFunc
script_16ea1b94f0f381b3	0	1	get_aitype_default_spawn_team_SharedFunc
script_16ea1b94f0f381b3	0	1	displayDamageNumber_SharedFunc
script_16ea1b94f0f381b3	0	1	giveAIWeapon
script_16ea1b94f0f381b3	0	1	GetFreeAICount
script_16ea1b94f0f381b3	0	1	GetCameraThirdPerson
script_16ea1b94f0f381b3	0	2	cameras
script_16ea1b94f0f381b3	0	1	GetCameraThirdPersonOrigin
script_16ea1b94f0f381b3	0	2	showPowerupHud
script_16ea1b94f0f381b3	0	6	powerups
script_16ea1b94f0f381b3	0	2	doPowerupScoreEvent
script_16ea1b94f0f381b3	0	2	dropPowerup
script_16ea1b94f0f381b3	0	1	get_points
script_16ea1b94f0f381b3	0	4	points
script_16ea1b94f0f381b3	0	1	set_points
script_16ea1b94f0f381b3	0	1	add_points
script_16ea1b94f0f381b3	0	1	take_points
script_1857592f79a8c5ba	0	2	default
script_1857592f79a8c5ba	0	1	exposed
script_1857592f79a8c5ba	0	1	exposed_
script_1857592f79a8c5ba	0	1	cover_right_
script_1857592f79a8c5ba	0	1	cover_left_
script_1857592f79a8c5ba	0	1	cover_crouch
script_1857592f79a8c5ba	0	1	cover_stand
script_1857592f79a8c5ba	0	1	onUsedArmorPlate
script_1857592f79a8c5ba	0	1	ai
script_1857592f79a8c5ba	0	1	left
script_1857592f79a8c5ba	0	1	death
script_1857592f79a8c5ba	0	1	_finished
script_1857592f79a8c5ba	0	2	armor_plate
script_1857592f79a8c5ba	0	1	attach
script_1857592f79a8c5ba	0	1	active_right
script_1857592f79a8c5ba	0	1	active_left
script_1857592f79a8c5ba	0	1	detach
script_1a4fc95657361d97	0	2	vector3
script_1a4fc95657361d97	0	1	RatGetPlayerPosition
script_1a4fc95657361d97	0	1	RatGetPlayerAngles
script_1a4fc95657361d97	0	4	bool
script_1a4fc95657361d97	0	1	RatGetPlayerIsSwitchingWeapon
script_1a4fc95657361d97	0	1	RatGetPlayerIsReloading
script_1a4fc95657361d97	0	1	RatGetPlayerIsMeleeing
script_1a4fc95657361d97	0	1	float
script_1a4fc95657361d97	0	1	RatGetPlayerADS
script_1a4fc95657361d97	0	2	string
script_1a4fc95657361d97	0	1	RatGetPlayerStance
script_1a4fc95657361d97	0	5	int64_t
script_1a4fc95657361d97	0	1	RatGetPlayerHealth
script_1a4fc95657361d97	0	1	RatSetPlayerHealth
script_1a4fc95657361d97	0	1	RatDoDamage
script_1a4fc95657361d97	0	1	RatGetClipAmmoCount
script_1a4fc95657361d97	0	1	RatGetTotalAmmoCount
script_1a4fc95657361d97	0	1	RatGetCompleteWeaponName
script_1a4fc95657361d97	0	1	RatGetPlayerKills
script_1a4fc95657361d97	0	1	RatGetPlayerDeaths
script_1a4fc95657361d97	0	1	
script_1a4fc95657361d97	0	1	classname
script_1a4fc95657361d97	0	1	player
script_1a4fc95657361d97	0	1	false
script_1a4fc95657361d97	0	1	0
scripts\mp\bots\bots_personality.gsc	0	5	run_and_gun
scripts\mp\bots\bots_personality.gsc	0	3	active
scripts\mp\bots\bots_personality.gsc	0	1	cqb
scripts\mp\bots\bots_personality.gsc	0	4	camper
scripts\mp\bots\bots_personality.gsc	0	2	stationary
scripts\mp\bots\bots_personality.gsc	0	3	personality
scripts\mp\bots\bots_personality.gsc	0	1	team
scripts\mp\bots\bots_personality.gsc	0	2	hunt
scripts\mp\bots\bots_personality.gsc	0	1	bot_find_ambush_entrances
scripts\mp\bots\bots_personality.gsc	0	1	c4
scripts\mp\bots\bots_personality.gsc	0	2	trap
scripts\mp\bots\bots_personality.gsc	0	2	trap_directional
scripts\mp\bots\bots_personality.gsc	0	2	camp
scripts\mp\bots\bots_personality.gsc	0	2	out_of_ammo
scripts\mp\bots\bots_personality.gsc	0	5	node_relinquished
scripts\mp\bots\bots_personality.gsc	0	4	bad_path
scripts\mp\bots\bots_personality.gsc	0	4	goal
scripts\mp\bots\bots_personality.gsc	0	4	clear_camper_data
scripts\mp\bots\bots_personality.gsc	0	4	bot_add_ambush_time_delayed
scripts\mp\bots\bots_personality.gsc	0	1	investigated
scripts\mp\bots\bots_personality.gsc	0	1	kill
scripts\mp\bots\bots_personality.gsc	0	1	death
scripts\mp\bots\bots_personality.gsc	0	1	search_end
scripts\mp\bots\bots_personality.gsc	0	2	enemy
scripts\mp\bots\bots_personality.gsc	0	2	clear_script_goal_on
scripts\mp\bots\bots_personality.gsc	0	6	death_or_disconnect
scripts\mp\bots\bots_personality.gsc	0	1	start_tactical_goal
scripts\mp\bots\bots_personality.gsc	0	1	Bot calling clear_script_goal_on() without a script goal
scripts\mp\bots\bots_personality.gsc	0	2	script_goal_changed
scripts\mp\bots\bots_personality.gsc	0	2	watch_out_of_ammo
scripts\mp\bots\bots_personality.gsc	0	2	bot_watch_entrances_delayed
scripts\mp\bots\bots_personality.gsc	0	1	path_enemy
scripts\mp\bots\bots_personality.gsc	0	2	bot_monitor_watch_entrances_camp
scripts\mp\bots\bots_personality.gsc	0	2	bot_monitor_watch_entrances
scripts\mp\bots\bots_personality.gsc	0	1	bot_watch_nodes_stop
scripts\mp\bots\bots_personality.gsc	0	1	disconnect
scripts\mp\bots\bots_personality.gsc	0	1	Entrance points for node at location 
scripts\mp\bots\bots_personality.gsc	0	1	 could not be calculated.  Check pathgrid around that area
scripts\mp\bots\bots_personality.gsc	0	1	Cover Stand
scripts\mp\bots\bots_personality.gsc	0	1	Conceal Stand
scripts\mp\bots\bots_personality.gsc	0	2	crouch
scripts\mp\bots\bots_personality.gsc	0	1	node_exposure_vis
scripts\mp\bots\bots_personality.gsc	0	2	find_camp_node
scripts\mp\bots\bots_personality.gsc	0	3	find_camp_node_worker
scripts\mp\bots\bots_personality.gsc	0	1	game_ended
scripts\mp\bots\bots_personality.gsc	0	1	<
scripts\mp\bots\bots_personality.gsc	0	1	ally
scripts\mp\bots\bots_personality.gsc	0	2	>
scripts\mp\bots\bots_personality.gsc	0	3	enemy_predict
scripts\mp\bots\bots_personality.gsc	0	1	no_bot_random_path
scripts\mp\bots\bots_personality.gsc	0	1	Bot unable to find target zone from zone 
scripts\mp\bots\bots_personality.gsc	0	3	 at origin 
scripts\mp\bots\bots_personality.gsc	0	1	. Does this level have appropriate pathnode connectivity?
scripts\mp\bots\bots_personality.gsc	0	1	Bot unable to find path from zone 
scripts\mp\bots\bots_personality.gsc	0	1	 to zone 
scripts\mp\bots\bots_personality.gsc	0	1	lenient
scripts\mp\bots\bots_personality.gsc	0	2	node_camp
scripts\mp\bots\bots_personality.gsc	0	1	node_exposed
scripts\mp\bots\bots_personality.gsc	0	1	node_ambush
scripts\mp\bots\bots_personality.gsc	0	1	callback
scripts\mp\bots\bots_personality.gsc	0	1	class0
scripts\unittest\switch.gsc	0	1	number 0
scripts\unittest\switch.gsc	0	1	number 1
scripts\unittest\switch.gsc	0	1	number 2
scripts\unittest\switch.gsc	0	1	number 3
scripts\unittest\switch.gsc	0	2	b
scripts\unittest\switch.gsc	0	2	a
scripts\unittest\switch.gsc	0	2	foo
scripts\unittest\switch.gsc	0	1	d
scripts\unittest\switch.gsc	0	1	c
scripts\unittest\switch.gsc	0	1	string a
scripts\unittest\switch.gsc	0	1	string b
scripts\unittest\switch.gsc	0	1	string c
scripts\unittest\switch.gsc	0	1	string d
scripts\unittest\switch.gsc	0	1	string default: 
scripts\unittest\switch.gsc	0	1	mixed a
scripts\unittest\switch.gsc	0	1	mixed 0
scripts\unittest\switch.gsc	0	1	mixed b
scripts\unittest\switch.gsc	0	1	mixed 1
scripts\unittest\switch.gsc	0	1	mixed default: 
scripts\unittest\switch.gsc	0	1	skip 0: 
scripts\unittest\switch.gsc	0	1	skip 1: 
scripts\unittest\switch.gsc	0	1	 x: 
scripts\unittest\switch.gsc	0	1	skip 1.1: 
scripts\unittest\switch.gsc	0	1	skip 2: 
scripts\unittest\switch.gsc	0	1	combine 1: 
scripts\unittest\switch.gsc	0	1	combine 2: 
scripts\unittest\switch.gsc	0	2	foo_a
scripts\unittest\switch.gsc	0	2	foo_b
scripts\unittest\switch.gsc	0	2	foo_c
scripts\unittest\switch.gsc	0	2	foo_d
scripts\unittest\switch.gsc	0	1	combine str: 
scripts\unittest\switch.gsc	0	1	single: 
scripts\unittest\switch.gsc	0	1	single_str: 
scripts\unittest\switch.gsc	0	1	switch_nest
scripts\unittest\switch.gsc	0	1	nest 0 0
scripts\unittest\switch.gsc	0	1	nest 0 1
scripts\unittest\switch.gsc	0	1	nest 0 2
scripts\unittest\switch.gsc	0	1	nest 1 0
scripts\unittest\switch.gsc	0	1	nest 1 1
scripts\unittest\switch.gsc	0	1	nest 1 2
scripts\unittest\switch.gsc	0	1	nest bad
scripts\unittest\switch.gsc	0	1	switch_loop: 
scripts\unittest\switch.gsc	0	2	Switch
scripts\mp\gametypes\frontend.gsc	0	2	Should not happen for front-end
scripts\cp_mp\utility\weapon_utility.gsc	0	1	_magicBullet() called with a string instead of a weapon object.
scripts\cp_mp\utility\weapon_utility.gsc	0	1	addLockedOn called on an attacker that is already locked on to another entity.
scripts\cp_mp\utility\weapon_utility.gsc	0	1	addLockedOn called on an attacker that is already locked on to THIS entity.
scripts\cp_mp\utility\weapon_utility.gsc	0	1	removeLockedOn called on an entity that is not locked onto.
scripts\cp_mp\utility\weapon_utility.gsc	0	2	clearLockedOn
scripts\cp_mp\utility\weapon_utility.gsc	0	1	removeBunkerBusterAttached called on an entity that does not have bunkerbusters attached.
scripts\cp_mp\utility\weapon_utility.gsc	0	1	removeIncoming called on an entity that does not have incoming.
scripts\cp_mp\utility\weapon_utility.gsc	0	2	death
